"Time (s) Run #1","Absolute Pressure (kPa) Run #1","Temperature (°C) Run #1","Abs (K) Run #1"
1329.100,86.159,7.81,280.96
1329.150,86.183,7.80,280.95
1329.200,86.181,7.80,280.95
1329.250,86.170,7.79,280.94
1329.300,86.170,7.79,280.94
1329.350,86.170,7.79,280.94
1329.400,86.146,7.77,280.92
1329.450,86.163,7.78,280.93
1329.500,86.135,7.77,280.92
1329.550,86.146,7.77,280.92
1329.600,86.170,7.76,280.91
1329.650,86.161,7.76,280.91
1329.700,86.146,7.76,280.91
1329.750,86.172,7.75,280.90
1329.800,86.135,7.75,280.90
1329.850,86.146,7.75,280.90
1329.900,86.163,7.74,280.89
1329.950,86.135,7.74,280.89
1330.000,86.139,7.74,280.89
1330.050,86.159,7.73,280.88
1330.100,86.170,7.73,280.88
1330.150,86.139,7.73,280.88
1330.200,86.155,7.72,280.87
1330.250,86.116,7.72,280.87
1330.300,86.165,7.72,280.87
1330.350,86.159,7.72,280.87
1330.400,86.146,7.71,280.86
1330.450,86.135,7.71,280.86
1330.500,86.148,7.71,280.86
1330.550,86.150,7.70,280.85
1330.600,86.142,7.70,280.85
1330.650,86.122,7.70,280.85
1330.700,86.113,7.70,280.85
1330.750,86.113,7.69,280.84
1330.800,86.103,7.70,280.85
1330.850,86.118,7.69,280.84
1330.900,86.139,7.69,280.84
1330.950,86.135,7.69,280.84
1331.000,86.118,7.69,280.84
1331.050,86.146,7.69,280.84
1331.100,86.107,7.69,280.84
1331.150,86.135,7.68,280.83
1331.200,86.181,7.68,280.83
1331.250,86.131,7.68,280.83
1331.300,86.133,7.68,280.83
1331.350,86.148,7.67,280.82
1331.400,86.146,7.67,280.82
1331.450,86.139,7.67,280.82
1331.500,86.133,7.67,280.82
1331.550,86.139,7.67,280.82
1331.600,86.142,7.67,280.82
1331.650,86.120,7.66,280.81
1331.700,86.107,7.66,280.81
1331.750,86.111,7.66,280.81
1331.800,86.087,7.66,280.81
1331.850,86.096,7.65,280.80
1331.900,86.137,7.65,280.80
1331.950,86.092,7.65,280.80
1332.000,86.109,7.64,280.79
1332.050,86.126,7.64,280.79
1332.100,86.094,7.64,280.79
1332.150,86.107,7.63,280.78
1332.200,86.103,7.64,280.79
1332.250,86.094,7.63,280.78
1332.300,86.111,7.63,280.78
1332.350,86.103,7.63,280.78
1332.400,86.113,7.62,280.77
1332.450,86.113,7.62,280.77
1332.500,86.118,7.62,280.77
1332.550,86.109,7.62,280.77
1332.600,86.137,7.62,280.77
1332.650,86.105,7.61,280.76
1332.700,86.090,7.61,280.76
1332.750,86.113,7.61,280.76
1332.800,86.109,7.61,280.76
1332.850,86.131,7.60,280.75
1332.900,86.100,7.61,280.76
1332.950,86.105,7.60,280.75
1333.000,86.107,7.60,280.75
1333.050,86.085,7.60,280.75
1333.100,86.100,7.60,280.75
1333.150,86.105,7.60,280.75
1333.200,86.122,7.60,280.75
1333.250,86.081,7.59,280.74
1333.300,86.090,7.60,280.75
1333.350,86.085,7.59,280.74
1333.400,86.092,7.59,280.74
1333.450,86.087,7.59,280.74
1333.500,86.118,7.59,280.74
1333.550,86.116,7.58,280.73
1333.600,86.098,7.58,280.73
1333.650,86.111,7.58,280.73
1333.700,86.068,7.58,280.73
1333.750,86.116,7.57,280.72
1333.800,86.120,7.58,280.73
1333.850,86.096,7.58,280.73
1333.900,86.068,7.57,280.72
1333.950,86.090,7.57,280.72
1334.000,86.083,7.57,280.72
1334.050,86.079,7.57,280.72
1334.100,86.098,7.57,280.72
1334.150,86.092,7.57,280.72
1334.200,86.109,7.57,280.72
1334.250,86.087,7.57,280.72
1334.300,86.105,7.57,280.72
1334.350,86.074,7.57,280.72
1334.400,86.087,7.57,280.72
1334.450,86.081,7.57,280.72
1334.500,86.085,7.56,280.71
1334.550,86.074,7.56,280.71
1334.600,86.085,7.56,280.71
1334.650,86.105,7.56,280.71
1334.700,86.094,7.56,280.71
1334.750,86.063,7.55,280.70
1334.800,86.061,7.56,280.71
1334.850,86.113,7.56,280.71
1334.900,86.070,7.56,280.71
1334.950,86.092,7.56,280.71
1335.000,86.070,7.55,280.70
1335.050,86.087,7.56,280.71
1335.100,86.044,7.55,280.70
1335.150,86.081,7.55,280.70
1335.200,86.090,7.55,280.70
1335.250,86.055,7.55,280.70
1335.300,86.050,7.55,280.70
1335.350,86.055,7.55,280.70
1335.400,86.083,7.55,280.70
1335.450,86.063,7.55,280.70
1335.500,86.070,7.54,280.69
1335.550,86.063,7.54,280.69
1335.600,86.066,7.54,280.69
1335.650,86.070,7.54,280.69
1335.700,86.118,7.54,280.69
1335.750,86.066,7.53,280.68
1335.800,86.068,7.53,280.68
1335.850,86.070,7.53,280.68
1335.900,86.079,7.53,280.68
1335.950,86.083,7.53,280.68
1336.000,86.074,7.52,280.67
1336.050,86.092,7.52,280.67
1336.100,86.053,7.52,280.67
1336.150,86.092,7.51,280.66
1336.200,86.059,7.51,280.66
1336.250,86.070,7.51,280.66
1336.300,86.079,7.51,280.66
1336.350,86.053,7.51,280.66
1336.400,86.070,7.51,280.66
1336.450,86.055,7.51,280.66
1336.500,86.061,7.51,280.66
1336.550,86.070,7.50,280.65
1336.600,86.066,7.50,280.65
1336.650,86.059,7.50,280.65
1336.700,86.059,7.49,280.64
1336.750,86.044,7.49,280.64
1336.800,86.057,7.49,280.64
1336.850,86.081,7.49,280.64
1336.900,86.061,7.49,280.64
1336.950,86.070,7.48,280.63
1337.000,86.042,7.48,280.63
1337.050,86.057,7.48,280.63
1337.100,86.037,7.48,280.63
1337.150,86.061,7.48,280.63
1337.200,86.048,7.48,280.63
1337.250,86.029,7.47,280.62
1337.300,86.027,7.47,280.62
1337.350,86.085,7.47,280.62
1337.400,86.077,7.47,280.62
1337.450,86.014,7.47,280.62
1337.500,86.035,7.47,280.62
1337.550,86.063,7.46,280.61
1337.600,86.068,7.46,280.61
1337.650,86.072,7.46,280.61
1337.700,86.068,7.46,280.61
1337.750,86.077,7.46,280.61
1337.800,86.063,7.46,280.61
1337.850,86.061,7.45,280.60
1337.900,86.053,7.45,280.60
1337.950,86.050,7.45,280.60
1338.000,86.063,7.45,280.60
1338.050,86.050,7.45,280.60
1338.100,86.072,7.44,280.59
1338.150,86.050,7.44,280.59
1338.200,86.048,7.44,280.59
1338.250,86.048,7.44,280.59
1338.300,86.048,7.44,280.59
1338.350,86.046,7.44,280.59
1338.400,86.037,7.43,280.58
1338.450,86.063,7.44,280.59
1338.500,86.057,7.43,280.58
1338.550,86.016,7.43,280.58
1338.600,86.048,7.43,280.58
1338.650,86.087,7.43,280.58
1338.700,86.044,7.43,280.58
1338.750,86.035,7.42,280.57
1338.800,86.053,7.42,280.57
1338.850,86.037,7.42,280.57
1338.900,86.061,7.42,280.57
1338.950,86.057,7.42,280.57
1339.000,86.077,7.42,280.57
1339.050,86.048,7.42,280.57
1339.100,86.072,7.41,280.56
1339.150,86.048,7.41,280.56
1339.200,86.092,7.41,280.56
1339.250,86.072,7.41,280.56
1339.300,86.053,7.41,280.56
1339.350,86.057,7.40,280.55
1339.400,86.033,7.40,280.55
1339.450,86.085,7.40,280.55
1339.500,86.059,7.40,280.55
1339.550,86.046,7.40,280.55
1339.600,86.037,7.39,280.54
1339.650,86.092,7.39,280.54
1339.700,86.018,7.39,280.54
1339.750,86.074,7.39,280.54
1339.800,86.053,7.39,280.54
1339.850,86.077,7.39,280.54
1339.900,86.044,7.39,280.54
1339.950,86.029,7.38,280.53
1340.000,86.055,7.38,280.53
1340.050,86.031,7.38,280.53
1340.100,86.014,7.38,280.53
1340.150,86.033,7.37,280.52
1340.200,86.053,7.38,280.53
1340.250,86.053,7.37,280.52
1340.300,86.040,7.37,280.52
1340.350,86.053,7.37,280.52
1340.400,86.024,7.37,280.52
1340.450,86.035,7.37,280.52
1340.500,86.053,7.37,280.52
1340.550,86.050,7.37,280.52
1340.600,86.007,7.36,280.51
1340.650,86.037,7.36,280.51
1340.700,86.011,7.36,280.51
1340.750,86.022,7.36,280.51
1340.800,86.037,7.36,280.51
1340.850,86.048,7.36,280.51
1340.900,86.016,7.35,280.50
1340.950,86.033,7.35,280.50
1341.000,86.035,7.35,280.50
1341.050,86.022,7.35,280.50
1341.100,86.018,7.34,280.49
1341.150,86.031,7.34,280.49
1341.200,86.029,7.34,280.49
1341.250,86.027,7.33,280.48
1341.300,86.033,7.34,280.49
1341.350,86.055,7.33,280.48
1341.400,86.055,7.33,280.48
1341.450,86.050,7.33,280.48
1341.500,86.022,7.32,280.47
1341.550,86.022,7.32,280.47
1341.600,86.009,7.32,280.47
1341.650,86.024,7.31,280.46
1341.700,86.044,7.31,280.46
1341.750,86.046,7.30,280.45
1341.800,86.040,7.31,280.46
1341.850,86.011,7.30,280.45
1341.900,86.079,7.30,280.45
1341.950,86.020,7.30,280.45
1342.000,86.011,7.30,280.45
1342.050,86.042,7.29,280.44
1342.100,86.053,7.29,280.44
1342.150,86.018,7.29,280.44
1342.200,86.018,7.29,280.44
1342.250,86.031,7.28,280.43
1342.300,86.044,7.28,280.43
1342.350,86.024,7.28,280.43
1342.400,86.022,7.27,280.42
1342.450,86.022,7.28,280.43
1342.500,86.018,7.27,280.42
1342.550,86.022,7.27,280.42
1342.600,86.042,7.27,280.42
1342.650,86.040,7.26,280.41
1342.700,86.020,7.26,280.41
1342.750,86.031,7.26,280.41
1342.800,86.031,7.26,280.41
1342.850,86.007,7.26,280.41
1342.900,86.016,7.25,280.40
1342.950,86.048,7.25,280.40
1343.000,86.001,7.25,280.40
1343.050,86.046,7.24,280.39
1343.100,86.029,7.24,280.39
1343.150,86.053,7.24,280.39
1343.200,86.044,7.24,280.39
1343.250,86.042,7.24,280.39
1343.300,86.035,7.24,280.39
1343.350,86.033,7.24,280.39
1343.400,86.029,7.24,280.39
1343.450,86.035,7.23,280.38
1343.500,86.044,7.24,280.39
1343.550,86.050,7.23,280.38
1343.600,85.992,7.23,280.38
1343.650,86.029,7.23,280.38
1343.700,86.027,7.23,280.38
1343.750,86.027,7.23,280.38
1343.800,86.029,7.22,280.37
1343.850,86.003,7.22,280.37
1343.900,86.003,7.22,280.37
1343.950,86.018,7.22,280.37
1344.000,86.024,7.22,280.37
1344.050,86.016,7.22,280.37
1344.100,86.020,7.22,280.37
1344.150,86.037,7.21,280.36
1344.200,86.001,7.22,280.37
1344.250,86.024,7.22,280.37
1344.300,86.029,7.21,280.36
1344.350,86.018,7.21,280.36
1344.400,86.035,7.21,280.36
1344.450,86.022,7.21,280.36
1344.500,86.003,7.21,280.36
1344.550,86.027,7.21,280.36
1344.600,86.011,7.21,280.36
1344.650,86.035,7.21,280.36
1344.700,86.011,7.21,280.36
1344.750,86.018,7.20,280.35
1344.800,85.994,7.20,280.35
1344.850,86.016,7.21,280.36
1344.900,86.040,7.20,280.35
1344.950,86.033,7.20,280.35
1345.000,86.011,7.20,280.35
1345.050,86.003,7.20,280.35
1345.100,85.981,7.20,280.35
1345.150,85.988,7.20,280.35
1345.200,85.996,7.20,280.35
1345.250,85.994,7.19,280.34
1345.300,86.024,7.20,280.35
1345.350,85.998,7.20,280.35
1345.400,85.985,7.20,280.35
1345.450,86.040,7.19,280.34
1345.500,86.022,7.19,280.34
1345.550,86.009,7.19,280.34
1345.600,86.001,7.19,280.34
1345.650,86.003,7.19,280.34
1345.700,85.988,7.19,280.34
1345.750,86.007,7.19,280.34
1345.800,86.011,7.19,280.34
1345.850,86.007,7.20,280.35
1345.900,86.020,7.19,280.34
1345.950,85.990,7.19,280.34
1346.000,85.994,7.19,280.34
1346.050,86.007,7.19,280.34
1346.100,86.005,7.19,280.34
1346.150,86.007,7.19,280.34
1346.200,85.988,7.19,280.34
1346.250,86.009,7.19,280.34
1346.300,86.007,7.19,280.34
1346.350,86.001,7.19,280.34
1346.400,86.005,7.19,280.34
1346.450,86.009,7.18,280.33
1346.500,86.009,7.19,280.34
1346.550,85.998,7.18,280.33
1346.600,86.007,7.18,280.33
1346.650,85.990,7.18,280.33
1346.700,85.977,7.18,280.33
1346.750,85.992,7.18,280.33
1346.800,85.962,7.18,280.33
1346.850,85.998,7.17,280.32
1346.900,85.959,7.17,280.32
1346.950,85.992,7.17,280.32
1347.000,85.977,7.17,280.32
1347.050,85.981,7.17,280.32
1347.100,85.979,7.16,280.31
1347.150,85.975,7.16,280.31
1347.200,85.981,7.16,280.31
1347.250,85.983,7.16,280.31
1347.300,85.966,7.16,280.31
1347.350,85.994,7.16,280.31
1347.400,85.968,7.16,280.31
1347.450,85.968,7.16,280.31
1347.500,85.968,7.16,280.31
1347.550,85.992,7.15,280.30
1347.600,85.975,7.15,280.30
1347.650,85.985,7.15,280.30
1347.700,85.938,7.15,280.30
1347.750,85.959,7.15,280.30
1347.800,85.996,7.16,280.31
1347.850,85.957,7.15,280.30
1347.900,85.994,7.15,280.30
1347.950,85.968,7.15,280.30
1348.000,85.942,7.14,280.29
1348.050,85.994,7.15,280.30
1348.100,85.966,7.14,280.29
1348.150,85.970,7.14,280.29
1348.200,85.959,7.14,280.29
1348.250,85.964,7.14,280.29
1348.300,85.970,7.14,280.29
1348.350,85.992,7.14,280.29
1348.400,85.994,7.14,280.29
1348.450,85.975,7.13,280.28
1348.500,85.944,7.14,280.29
1348.550,85.990,7.13,280.28
1348.600,85.962,7.13,280.28
1348.650,86.003,7.13,280.28
1348.700,85.966,7.13,280.28
1348.750,85.985,7.13,280.28
1348.800,85.994,7.13,280.28
1348.850,85.946,7.13,280.28
1348.900,85.970,7.13,280.28
1348.950,85.985,7.12,280.27
1349.000,85.979,7.12,280.27
1349.050,85.962,7.12,280.27
1349.100,85.979,7.12,280.27
1349.150,85.949,7.12,280.27
1349.200,85.988,7.12,280.27
1349.250,85.992,7.12,280.27
1349.300,85.951,7.11,280.26
1349.350,85.970,7.11,280.26
1349.400,85.994,7.10,280.25
1349.450,85.996,7.11,280.26
1349.500,86.001,7.10,280.25
1349.550,85.946,7.11,280.26
1349.600,85.977,7.10,280.25
1349.650,85.996,7.10,280.25
1349.700,85.998,7.10,280.25
1349.750,85.968,7.10,280.25
1349.800,85.966,7.09,280.24
1349.850,85.933,7.09,280.24
1349.900,85.959,7.09,280.24
1349.950,85.966,7.08,280.23
1350.000,85.953,7.09,280.24
1350.050,85.957,7.08,280.23
1350.100,85.972,7.08,280.23
1350.150,85.970,7.08,280.23
1350.200,86.001,7.08,280.23
1350.250,85.981,7.08,280.23
1350.300,85.968,7.08,280.23
1350.350,85.975,7.08,280.23
1350.400,85.953,7.07,280.22
1350.450,85.996,7.07,280.22
1350.500,85.983,7.07,280.22
1350.550,85.955,7.07,280.22
1350.600,85.968,7.07,280.22
1350.650,85.990,7.06,280.21
1350.700,85.968,7.06,280.21
1350.750,86.027,7.07,280.22
1350.800,85.996,7.07,280.22
1350.850,85.979,7.07,280.22
1350.900,85.988,7.07,280.22
1350.950,85.979,7.06,280.21
1351.000,85.959,7.07,280.22
1351.050,85.990,7.07,280.22
1351.100,85.942,7.06,280.21
1351.150,85.966,7.06,280.21
1351.200,85.957,7.07,280.22
1351.250,85.970,7.06,280.21
1351.300,85.979,7.07,280.22
1351.350,85.970,7.07,280.22
1351.400,85.964,7.07,280.22
1351.450,85.983,7.07,280.22
1351.500,85.972,7.07,280.22
1351.550,85.959,7.07,280.22
1351.600,85.998,7.06,280.21
1351.650,85.957,7.06,280.21
1351.700,85.979,7.06,280.21
1351.750,85.992,7.06,280.21
1351.800,85.962,7.06,280.21
1351.850,85.996,7.06,280.21
1351.900,85.988,7.06,280.21
1351.950,85.968,7.06,280.21
1352.000,85.968,7.06,280.21
1352.050,85.966,7.06,280.21
1352.100,85.975,7.05,280.20
1352.150,85.979,7.06,280.21
1352.200,85.955,7.05,280.20
1352.250,85.981,7.05,280.20
1352.300,85.977,7.05,280.20
1352.350,85.968,7.06,280.21
1352.400,86.009,7.05,280.20
1352.450,85.979,7.05,280.20
1352.500,85.994,7.05,280.20
1352.550,85.979,7.06,280.21
1352.600,85.990,7.05,280.20
1352.650,85.946,7.06,280.21
1352.700,85.992,7.05,280.20
1352.750,86.007,7.05,280.20
1352.800,85.990,7.05,280.20
1352.850,85.985,7.05,280.20
1352.900,86.014,7.05,280.20
1352.950,85.979,7.05,280.20
1353.000,85.981,7.05,280.20
1353.050,85.998,7.05,280.20
1353.100,85.962,7.05,280.20
1353.150,85.966,7.05,280.20
1353.200,85.966,7.05,280.20
1353.250,85.992,7.05,280.20
1353.300,85.988,7.05,280.20
1353.350,85.990,7.04,280.19
1353.400,85.981,7.05,280.20
1353.450,85.968,7.05,280.20
1353.500,86.009,7.05,280.20
1353.550,85.988,7.04,280.19
1353.600,85.962,7.05,280.20
1353.650,85.981,7.04,280.19
1353.700,85.964,7.04,280.19
1353.750,85.970,7.04,280.19
1353.800,85.981,7.04,280.19
1353.850,85.970,7.04,280.19
1353.900,85.955,7.04,280.19
1353.950,85.990,7.04,280.19
1354.000,85.977,7.04,280.19
1354.050,85.970,7.03,280.18
1354.100,86.001,7.03,280.18
1354.150,85.981,7.03,280.18
1354.200,85.985,7.03,280.18
1354.250,85.996,7.03,280.18
1354.300,85.975,7.02,280.17
1354.350,85.968,7.03,280.18
1354.400,85.966,7.02,280.17
1354.450,85.957,7.02,280.17
1354.500,85.940,7.02,280.17
1354.550,85.975,7.02,280.17
1354.600,85.998,7.01,280.16
1354.650,85.975,7.01,280.16
1354.700,85.988,7.01,280.16
1354.750,85.957,7.01,280.16
1354.800,85.998,7.01,280.16
1354.850,85.983,7.00,280.15
1354.900,86.007,7.00,280.15
1354.950,85.983,7.00,280.15
1355.000,85.981,7.00,280.15
1355.050,85.964,7.00,280.15
1355.100,85.990,7.00,280.15
1355.150,85.979,6.99,280.14
1355.200,85.992,6.99,280.14
1355.250,85.959,6.99,280.14
1355.300,85.985,6.99,280.14
1355.350,86.005,6.99,280.14
1355.400,85.994,6.99,280.14
1355.450,85.998,6.98,280.13
1355.500,86.014,6.98,280.13
1355.550,85.996,6.98,280.13
1355.600,85.985,6.98,280.13
1355.650,85.959,6.98,280.13
1355.700,85.983,6.98,280.13
1355.750,86.007,6.98,280.13
1355.800,85.977,6.98,280.13
1355.850,86.003,6.97,280.12
1355.900,85.992,6.97,280.12
1355.950,86.016,6.98,280.13
1356.000,85.988,6.97,280.12
1356.050,86.042,6.97,280.12
1356.100,85.998,6.97,280.12
1356.150,86.035,6.97,280.12
1356.200,86.001,6.97,280.12
1356.250,85.959,6.97,280.12
1356.300,85.977,6.97,280.12
1356.350,86.003,6.97,280.12
1356.400,85.985,6.97,280.12
1356.450,85.979,6.97,280.12
1356.500,86.014,6.97,280.12
1356.550,86.018,6.97,280.12
1356.600,85.996,6.97,280.12
1356.650,85.955,6.97,280.12
1356.700,85.996,6.97,280.12
1356.750,86.014,6.96,280.11
1356.800,86.001,6.97,280.12
1356.850,85.951,6.97,280.12
1356.900,85.977,6.96,280.11
1356.950,85.981,6.96,280.11
1357.000,85.988,6.97,280.12
1357.050,86.001,6.96,280.11
1357.100,86.011,6.96,280.11
1357.150,85.996,6.96,280.11
1357.200,85.988,6.97,280.12
1357.250,86.005,6.96,280.11
1357.300,85.996,6.97,280.12
1357.350,85.979,6.96,280.11
1357.400,86.014,6.96,280.11
1357.450,85.994,6.96,280.11
1357.500,85.985,6.96,280.11
1357.550,86.009,6.96,280.11
1357.600,85.985,6.97,280.12
1357.650,85.996,6.96,280.11
1357.700,86.011,6.96,280.11
1357.750,85.988,6.96,280.11
1357.800,86.011,6.96,280.11
1357.850,86.009,6.96,280.11
1357.900,85.996,6.96,280.11
1357.950,86.024,6.96,280.11
1358.000,86.055,6.95,280.10
1358.050,85.998,6.96,280.11
1358.100,85.996,6.95,280.10
1358.150,86.022,6.95,280.10
1358.200,86.020,6.95,280.10
1358.250,86.018,6.95,280.10
1358.300,86.029,6.95,280.10
1358.350,85.977,6.95,280.10
1358.400,86.029,6.95,280.10
1358.450,86.011,6.95,280.10
1358.500,85.990,6.94,280.09
1358.550,86.007,6.95,280.10
1358.600,86.005,6.94,280.09
1358.650,85.990,6.95,280.10
1358.700,86.022,6.95,280.10
1358.750,86.011,6.95,280.10
1358.800,86.044,6.95,280.10
1358.850,86.027,6.94,280.09
1358.900,86.040,6.95,280.10
1358.950,86.003,6.95,280.10
1359.000,86.009,6.95,280.10
1359.050,86.048,6.95,280.10
1359.100,86.009,6.94,280.09
1359.150,86.014,6.95,280.10
1359.200,86.009,6.95,280.10
1359.250,86.011,6.95,280.10
1359.300,85.985,6.95,280.10
1359.350,85.996,6.95,280.10
1359.400,86.007,6.95,280.10
1359.450,86.022,6.95,280.10
1359.500,86.009,6.95,280.10
1359.550,86.024,6.95,280.10
1359.600,85.996,6.95,280.10
1359.650,86.001,6.95,280.10
1359.700,86.007,6.96,280.11
1359.750,86.059,6.95,280.10
1359.800,86.022,6.96,280.11
1359.850,86.035,6.95,280.10
1359.900,86.024,6.95,280.10
1359.950,86.024,6.95,280.10
1360.000,86.001,6.95,280.10
1360.050,86.016,6.95,280.10
1360.100,86.033,6.95,280.10
1360.150,86.018,6.95,280.10
1360.200,85.992,6.95,280.10
1360.250,86.035,6.95,280.10
1360.300,86.005,6.95,280.10
1360.350,85.981,6.95,280.10
1360.400,86.011,6.95,280.10
1360.450,86.020,6.95,280.10
1360.500,86.044,6.94,280.09
1360.550,86.027,6.95,280.10
1360.600,86.055,6.95,280.10
1360.650,86.037,6.94,280.09
1360.700,86.029,6.95,280.10
1360.750,86.061,6.95,280.10
1360.800,86.022,6.95,280.10
1360.850,86.053,6.95,280.10
1360.900,86.046,6.94,280.09
1360.950,86.068,6.95,280.10
1361.000,86.029,6.95,280.10
1361.050,86.050,6.95,280.10
1361.100,86.057,6.95,280.10
1361.150,86.022,6.95,280.10
1361.200,86.022,6.94,280.09
1361.250,86.044,6.95,280.10
1361.300,86.027,6.95,280.10
1361.350,86.033,6.94,280.09
1361.400,86.053,6.95,280.10
1361.450,86.022,6.94,280.09
1361.500,86.061,6.94,280.09
1361.550,86.009,6.95,280.10
1361.600,86.037,6.94,280.09
1361.650,86.035,6.94,280.09
1361.700,86.048,6.94,280.09
1361.750,86.031,6.94,280.09
1361.800,86.033,6.94,280.09
1361.850,86.050,6.94,280.09
1361.900,86.020,6.94,280.09
1361.950,86.020,6.93,280.08
1362.000,86.033,6.93,280.08
1362.050,86.014,6.94,280.09
1362.100,86.014,6.94,280.09
1362.150,86.027,6.94,280.09
1362.200,86.037,6.94,280.09
1362.250,86.024,6.93,280.08
1362.300,86.048,6.93,280.08
1362.350,86.011,6.94,280.09
1362.400,86.022,6.94,280.09
1362.450,86.074,6.93,280.08
1362.500,86.077,6.93,280.08
1362.550,86.016,6.94,280.09
1362.600,86.053,6.93,280.08
1362.650,86.022,6.93,280.08
1362.700,86.020,6.94,280.09
1362.750,86.046,6.93,280.08
1362.800,86.031,6.94,280.09
1362.850,86.046,6.93,280.08
1362.900,86.059,6.93,280.08
1362.950,86.029,6.93,280.08
1363.000,86.033,6.93,280.08
1363.050,86.022,6.93,280.08
1363.100,86.053,6.93,280.08
1363.150,86.024,6.93,280.08
1363.200,86.081,6.93,280.08
1363.250,86.059,6.93,280.08
1363.300,86.044,6.94,280.09
1363.350,86.037,6.93,280.08
1363.400,86.007,6.93,280.08
1363.450,86.057,6.93,280.08
1363.500,86.072,6.93,280.08
1363.550,86.046,6.93,280.08
1363.600,86.057,6.93,280.08
1363.650,86.050,6.94,280.09
1363.700,86.046,6.93,280.08
1363.750,86.055,6.93,280.08
1363.800,86.059,6.93,280.08
1363.850,86.061,6.94,280.09
1363.900,86.014,6.93,280.08
1363.950,86.044,6.93,280.08
1364.000,86.057,6.94,280.09
1364.050,86.057,6.94,280.09
1364.100,86.044,6.94,280.09
1364.150,86.063,6.94,280.09
1364.200,86.070,6.94,280.09
1364.250,86.033,6.94,280.09
1364.300,86.050,6.95,280.10
1364.350,86.044,6.95,280.10
1364.400,86.070,6.95,280.10
1364.450,86.035,6.95,280.10
1364.500,86.040,6.96,280.11
1364.550,86.070,6.96,280.11
1364.600,86.048,6.96,280.11
1364.650,86.040,6.96,280.11
1364.700,86.079,6.96,280.11
1364.750,86.057,6.96,280.11
1364.800,86.033,6.96,280.11
1364.850,86.037,6.96,280.11
1364.900,86.046,6.96,280.11
1364.950,86.061,6.97,280.12
1365.000,86.061,6.97,280.12
1365.050,86.066,6.97,280.12
1365.100,86.077,6.96,280.11
1365.150,86.079,6.97,280.12
1365.200,86.046,6.97,280.12
1365.250,86.072,6.97,280.12
1365.300,86.070,6.97,280.12
1365.350,86.116,6.97,280.12
1365.400,86.044,6.97,280.12
1365.450,86.074,6.97,280.12
1365.500,86.061,6.97,280.12
1365.550,86.068,6.97,280.12
1365.600,86.068,6.97,280.12
1365.650,86.087,6.98,280.13
1365.700,86.087,6.98,280.13
1365.750,86.055,6.98,280.13
1365.800,86.079,6.97,280.12
1365.850,86.042,6.98,280.13
1365.900,86.079,6.98,280.13
1365.950,86.079,6.98,280.13
1366.000,86.079,6.98,280.13
1366.050,86.063,6.98,280.13
1366.100,86.055,6.99,280.14
1366.150,86.079,6.98,280.13
1366.200,86.083,6.98,280.13
1366.250,86.050,6.99,280.14
1366.300,86.079,6.99,280.14
1366.350,86.059,6.98,280.13
1366.400,86.090,6.99,280.14
1366.450,86.066,6.99,280.14
1366.500,86.085,6.99,280.14
1366.550,86.059,6.99,280.14
1366.600,86.090,6.98,280.13
1366.650,86.072,6.99,280.14
1366.700,86.085,6.99,280.14
1366.750,86.074,6.98,280.13
1366.800,86.061,6.99,280.14
1366.850,86.087,6.99,280.14
1366.900,86.070,6.98,280.13
1366.950,86.077,6.99,280.14
1367.000,86.057,6.99,280.14
1367.050,86.077,6.99,280.14
1367.100,86.057,6.99,280.14
1367.150,86.057,6.98,280.13
1367.200,86.066,6.99,280.14
1367.250,86.053,6.99,280.14
1367.300,86.096,6.99,280.14
1367.350,86.081,6.99,280.14
1367.400,86.109,6.99,280.14
1367.450,86.079,6.99,280.14
1367.500,86.087,6.99,280.14
1367.550,86.072,6.99,280.14
1367.600,86.081,6.99,280.14
1367.650,86.081,6.99,280.14
1367.700,86.077,6.99,280.14
1367.750,86.070,6.99,280.14
1367.800,86.105,6.99,280.14
1367.850,86.068,6.99,280.14
1367.900,86.096,6.99,280.14
1367.950,86.090,6.99,280.14
1368.000,86.070,6.99,280.14
1368.050,86.077,6.99,280.14
1368.100,86.094,6.99,280.14
1368.150,86.081,6.99,280.14
1368.200,86.109,6.99,280.14
1368.250,86.061,6.99,280.14
1368.300,86.057,6.99,280.14
1368.350,86.100,6.99,280.14
1368.400,86.100,6.99,280.14
1368.450,86.113,6.99,280.14
1368.500,86.085,6.99,280.14
1368.550,86.068,6.99,280.14
1368.600,86.070,6.99,280.14
1368.650,86.090,6.99,280.14
1368.700,86.105,6.99,280.14
1368.750,86.124,6.99,280.14
1368.800,86.048,6.99,280.14
1368.850,86.077,6.99,280.14
1368.900,86.079,7.00,280.15
1368.950,86.090,6.99,280.14
1369.000,86.124,6.99,280.14
1369.050,86.096,6.99,280.14
1369.100,86.077,6.99,280.14
1369.150,86.070,6.99,280.14
1369.200,86.092,7.00,280.15
1369.250,86.096,7.00,280.15
1369.300,86.079,6.99,280.14
1369.350,86.113,6.99,280.14
1369.400,86.111,6.99,280.14
1369.450,86.103,6.99,280.14
1369.500,86.072,7.00,280.15
1369.550,86.077,7.00,280.15
1369.600,86.135,6.99,280.14
1369.650,86.072,7.00,280.15
1369.700,86.081,7.00,280.15
1369.750,86.074,7.00,280.15
1369.800,86.079,7.00,280.15
1369.850,86.090,7.00,280.15
1369.900,86.079,7.00,280.15
1369.950,86.070,7.00,280.15
1370.000,86.070,7.00,280.15
1370.050,86.118,7.00,280.15
