"Time (s) Run #1","Absolute Pressure (kPa) Run #1","Temperature (°C) Run #1","Abs (K) Run #1"
308.200,97.209,42.88,316.03
308.250,97.226,42.88,316.03
308.300,97.181,42.88,316.03
308.350,97.155,42.87,316.02
308.400,97.176,42.87,316.02
308.450,97.183,42.87,316.02
308.500,97.204,42.87,316.02
308.550,97.161,42.86,316.01
308.600,97.209,42.86,316.01
308.650,97.168,42.86,316.01
308.700,97.191,42.86,316.01
308.750,97.172,42.86,316.01
308.800,97.152,42.86,316.01
308.850,97.194,42.86,316.01
308.900,97.144,42.85,316.00
308.950,97.207,42.85,316.00
309.000,97.178,42.85,316.00
309.050,97.202,42.85,316.00
309.100,97.189,42.85,316.00
309.150,97.181,42.85,316.00
309.200,97.176,42.84,315.99
309.250,97.209,42.84,315.99
309.300,97.181,42.84,315.99
309.350,97.198,42.84,315.99
309.400,97.170,42.84,315.99
309.450,97.178,42.84,315.99
309.500,97.191,42.83,315.98
309.550,97.183,42.83,315.98
309.600,97.174,42.83,315.98
309.650,97.165,42.83,315.98
309.700,97.168,42.82,315.97
309.750,97.176,42.82,315.97
309.800,97.168,42.82,315.97
309.850,97.152,42.81,315.96
309.900,97.170,42.81,315.96
309.950,97.159,42.81,315.96
310.000,97.150,42.80,315.95
310.050,97.191,42.80,315.95
310.100,97.159,42.80,315.95
310.150,97.174,42.80,315.95
310.200,97.155,42.79,315.94
310.250,97.150,42.79,315.94
310.300,97.148,42.79,315.94
310.350,97.133,42.79,315.94
310.400,97.161,42.78,315.93
310.450,97.174,42.78,315.93
310.500,97.172,42.78,315.93
310.550,97.178,42.77,315.92
310.600,97.161,42.77,315.92
310.650,97.165,42.76,315.91
310.700,97.135,42.76,315.91
310.750,97.163,42.76,315.91
310.800,97.157,42.75,315.90
310.850,97.150,42.75,315.90
310.900,97.142,42.75,315.90
310.950,97.137,42.74,315.89
311.000,97.126,42.74,315.89
311.050,97.129,42.74,315.89
311.100,97.142,42.74,315.89
311.150,97.124,42.73,315.88
311.200,97.146,42.73,315.88
311.250,97.129,42.73,315.88
311.300,97.137,42.72,315.87
311.350,97.178,42.72,315.87
311.400,97.159,42.72,315.87
311.450,97.161,42.71,315.86
311.500,97.144,42.71,315.86
311.550,97.157,42.70,315.85
311.600,97.129,42.70,315.85
311.650,97.142,42.70,315.85
311.700,97.107,42.70,315.85
311.750,97.083,42.69,315.84
311.800,97.124,42.69,315.84
311.850,97.111,42.69,315.84
311.900,97.148,42.68,315.83
311.950,97.107,42.68,315.83
312.000,97.152,42.67,315.82
312.050,97.142,42.67,315.82
312.100,97.155,42.67,315.82
312.150,97.122,42.66,315.81
312.200,97.178,42.66,315.81
312.250,97.120,42.66,315.81
312.300,97.142,42.65,315.80
312.350,97.109,42.65,315.80
312.400,97.146,42.64,315.79
312.450,97.102,42.64,315.79
312.500,97.116,42.63,315.78
312.550,97.122,42.63,315.78
312.600,97.109,42.63,315.78
312.650,97.089,42.62,315.77
312.700,97.122,42.62,315.77
312.750,97.107,42.61,315.76
312.800,97.139,42.61,315.76
312.850,97.096,42.60,315.75
312.900,97.126,42.60,315.75
312.950,97.100,42.60,315.75
313.000,97.133,42.59,315.74
313.050,97.105,42.59,315.74
313.100,97.113,42.58,315.73
313.150,97.096,42.58,315.73
313.200,97.116,42.57,315.72
313.250,97.126,42.56,315.71
313.300,97.105,42.56,315.71
313.350,97.109,42.56,315.71
313.400,97.129,42.55,315.70
313.450,97.111,42.54,315.69
313.500,97.111,42.54,315.69
313.550,97.102,42.53,315.68
313.600,97.098,42.52,315.67
313.650,97.120,42.52,315.67
313.700,97.074,42.52,315.67
313.750,97.102,42.51,315.66
313.800,97.081,42.51,315.66
313.850,97.118,42.50,315.65
313.900,97.100,42.50,315.65
313.950,97.118,42.49,315.64
314.000,97.109,42.49,315.64
314.050,97.092,42.48,315.63
314.100,97.144,42.48,315.63
314.150,97.094,42.47,315.62
314.200,97.070,42.47,315.62
314.250,97.057,42.47,315.62
314.300,97.074,42.46,315.61
314.350,97.092,42.46,315.61
314.400,97.109,42.45,315.60
314.450,97.085,42.44,315.59
314.500,97.083,42.44,315.59
314.550,97.107,42.43,315.58
314.600,97.066,42.43,315.58
314.650,97.072,42.42,315.57
314.700,97.076,42.41,315.56
314.750,97.094,42.41,315.56
314.800,97.070,42.40,315.55
314.850,97.087,42.40,315.55
314.900,97.061,42.39,315.54
314.950,97.059,42.39,315.54
315.000,97.070,42.38,315.53
315.050,97.057,42.37,315.52
315.100,97.063,42.37,315.52
315.150,97.063,42.36,315.51
315.200,97.066,42.36,315.51
315.250,97.059,42.35,315.50
315.300,97.100,42.34,315.49
315.350,97.076,42.34,315.49
315.400,97.107,42.33,315.48
315.450,97.066,42.33,315.48
315.500,97.068,42.32,315.47
315.550,97.063,42.32,315.47
315.600,97.076,42.31,315.46
315.650,97.066,42.31,315.46
315.700,97.061,42.30,315.45
315.750,97.055,42.30,315.45
315.800,97.063,42.29,315.44
315.850,97.076,42.29,315.44
315.900,97.070,42.28,315.43
315.950,97.059,42.28,315.43
316.000,97.044,42.27,315.42
316.050,97.063,42.26,315.41
316.100,97.068,42.26,315.41
316.150,97.033,42.26,315.41
316.200,97.050,42.25,315.40
316.250,97.053,42.24,315.39
316.300,97.063,42.24,315.39
316.350,97.087,42.24,315.39
316.400,97.053,42.23,315.38
316.450,97.061,42.23,315.38
316.500,97.044,42.23,315.38
316.550,97.059,42.22,315.37
316.600,97.029,42.22,315.37
316.650,97.033,42.22,315.37
316.700,97.024,42.21,315.36
316.750,97.050,42.21,315.36
316.800,97.042,42.20,315.35
316.850,97.053,42.20,315.35
316.900,97.044,42.19,315.34
316.950,97.035,42.19,315.34
317.000,97.068,42.18,315.33
317.050,97.027,42.18,315.33
317.100,97.016,42.17,315.32
317.150,97.053,42.16,315.31
317.200,97.035,42.16,315.31
317.250,97.018,42.15,315.30
317.300,97.007,42.14,315.29
317.350,97.011,42.14,315.29
317.400,96.990,42.13,315.28
317.450,97.033,42.13,315.28
317.500,97.035,42.12,315.27
317.550,97.040,42.11,315.26
317.600,96.998,42.10,315.25
317.650,97.007,42.10,315.25
317.700,97.005,42.09,315.24
317.750,96.990,42.09,315.24
317.800,96.998,42.08,315.23
317.850,97.044,42.08,315.23
317.900,96.994,42.07,315.22
317.950,96.959,42.06,315.21
318.000,97.020,42.06,315.21
318.050,97.005,42.05,315.20
318.100,96.990,42.05,315.20
318.150,97.005,42.04,315.19
318.200,96.998,42.04,315.19
318.250,97.001,42.04,315.19
318.300,96.998,42.03,315.18
318.350,96.968,42.03,315.18
318.400,97.005,42.02,315.17
318.450,96.983,42.02,315.17
318.500,96.981,42.01,315.16
318.550,97.003,42.01,315.16
318.600,96.985,42.01,315.16
318.650,96.981,42.00,315.15
318.700,96.985,42.00,315.15
318.750,96.998,42.00,315.15
318.800,96.974,41.99,315.14
318.850,96.944,41.99,315.14
318.900,96.981,41.99,315.14
318.950,96.970,41.98,315.13
319.000,96.970,41.98,315.13
319.050,96.953,41.98,315.13
319.100,96.948,41.97,315.12
319.150,96.957,41.97,315.12
319.200,96.951,41.97,315.12
319.250,96.972,41.97,315.12
319.300,96.955,41.96,315.11
319.350,96.916,41.96,315.11
319.400,96.985,41.96,315.11
319.450,96.966,41.96,315.11
319.500,96.940,41.95,315.10
319.550,96.968,41.95,315.10
319.600,96.929,41.95,315.10
319.650,96.920,41.95,315.10
319.700,96.933,41.95,315.10
319.750,96.946,41.95,315.10
319.800,96.899,41.95,315.10
319.850,96.925,41.95,315.10
319.900,96.918,41.94,315.09
319.950,96.925,41.94,315.09
320.000,96.935,41.94,315.09
320.050,96.922,41.94,315.09
320.100,96.901,41.93,315.08
320.150,96.896,41.93,315.08
320.200,96.914,41.93,315.08
320.250,96.892,41.92,315.07
320.300,96.886,41.92,315.07
320.350,96.935,41.92,315.07
320.400,96.899,41.91,315.06
320.450,96.903,41.91,315.06
320.500,96.894,41.91,315.06
320.550,96.905,41.90,315.05
320.600,96.901,41.90,315.05
320.650,96.912,41.90,315.05
320.700,96.905,41.89,315.04
320.750,96.873,41.89,315.04
320.800,96.870,41.89,315.04
320.850,96.875,41.88,315.03
320.900,96.903,41.88,315.03
320.950,96.862,41.88,315.03
321.000,96.890,41.87,315.02
321.050,96.857,41.87,315.02
321.100,96.860,41.86,315.01
321.150,96.877,41.86,315.01
321.200,96.857,41.85,315.00
321.250,96.833,41.85,315.00
321.300,96.862,41.85,315.00
321.350,96.860,41.84,314.99
321.400,96.851,41.84,314.99
321.450,96.833,41.84,314.99
321.500,96.866,41.83,314.98
321.550,96.855,41.83,314.98
321.600,96.825,41.82,314.97
321.650,96.870,41.82,314.97
321.700,96.823,41.82,314.97
321.750,96.849,41.81,314.96
321.800,96.829,41.81,314.96
321.850,96.807,41.81,314.96
321.900,96.833,41.80,314.95
321.950,96.844,41.80,314.95
322.000,96.836,41.79,314.94
322.050,96.810,41.79,314.94
322.100,96.836,41.79,314.94
322.150,96.844,41.79,314.94
322.200,96.820,41.78,314.93
322.250,96.792,41.78,314.93
322.300,96.818,41.78,314.93
322.350,96.807,41.77,314.92
322.400,96.829,41.77,314.92
322.450,96.857,41.77,314.92
322.500,96.807,41.76,314.91
322.550,96.840,41.76,314.91
322.600,96.784,41.76,314.91
322.650,96.825,41.76,314.91
322.700,96.807,41.75,314.90
322.750,96.818,41.75,314.90
322.800,96.784,41.75,314.90
322.850,96.764,41.75,314.90
322.900,96.771,41.75,314.90
322.950,96.799,41.74,314.89
323.000,96.788,41.74,314.89
323.050,96.794,41.74,314.89
323.100,96.799,41.74,314.89
323.150,96.812,41.74,314.89
323.200,96.801,41.73,314.88
323.250,96.805,41.73,314.88
323.300,96.758,41.73,314.88
323.350,96.794,41.73,314.88
323.400,96.764,41.73,314.88
323.450,96.786,41.72,314.87
323.500,96.792,41.72,314.87
323.550,96.766,41.72,314.87
323.600,96.794,41.72,314.87
323.650,96.755,41.72,314.87
323.700,96.762,41.72,314.87
323.750,96.758,41.72,314.87
323.800,96.786,41.72,314.87
323.850,96.792,41.71,314.86
323.900,96.801,41.71,314.86
323.950,96.760,41.71,314.86
324.000,96.790,41.71,314.86
324.050,96.771,41.71,314.86
324.100,96.771,41.70,314.85
324.150,96.749,41.70,314.85
324.200,96.758,41.70,314.85
324.250,96.764,41.70,314.85
324.300,96.751,41.70,314.85
324.350,96.760,41.70,314.85
324.400,96.773,41.70,314.85
324.450,96.779,41.69,314.84
324.500,96.771,41.70,314.85
324.550,96.764,41.69,314.84
324.600,96.738,41.69,314.84
324.650,96.745,41.69,314.84
324.700,96.777,41.69,314.84
324.750,96.775,41.68,314.83
324.800,96.734,41.68,314.83
324.850,96.751,41.68,314.83
324.900,96.760,41.68,314.83
324.950,96.740,41.68,314.83
325.000,96.781,41.67,314.82
325.050,96.723,41.67,314.82
325.100,96.708,41.67,314.82
325.150,96.697,41.67,314.82
325.200,96.712,41.66,314.81
325.250,96.716,41.66,314.81
325.300,96.738,41.66,314.81
325.350,96.738,41.65,314.80
325.400,96.729,41.65,314.80
325.450,96.723,41.65,314.80
325.500,96.725,41.64,314.79
325.550,96.749,41.64,314.79
325.600,96.749,41.63,314.78
325.650,96.712,41.63,314.78
325.700,96.734,41.63,314.78
325.750,96.731,41.62,314.77
325.800,96.723,41.62,314.77
325.850,96.723,41.62,314.77
325.900,96.727,41.61,314.76
325.950,96.731,41.61,314.76
326.000,96.742,41.60,314.75
326.050,96.714,41.60,314.75
326.100,96.708,41.60,314.75
326.150,96.718,41.59,314.74
326.200,96.710,41.59,314.74
326.250,96.712,41.58,314.73
326.300,96.716,41.58,314.73
326.350,96.692,41.58,314.73
326.400,96.721,41.57,314.72
326.450,96.695,41.56,314.71
326.500,96.738,41.56,314.71
326.550,96.695,41.55,314.70
326.600,96.690,41.55,314.70
326.650,96.716,41.54,314.69
326.700,96.686,41.54,314.69
326.750,96.723,41.53,314.68
326.800,96.703,41.53,314.68
326.850,96.677,41.52,314.67
326.900,96.669,41.52,314.67
326.950,96.716,41.51,314.66
327.000,96.686,41.51,314.66
327.050,96.660,41.50,314.65
327.100,96.710,41.50,314.65
327.150,96.695,41.49,314.64
327.200,96.708,41.48,314.63
327.250,96.675,41.48,314.63
327.300,96.679,41.47,314.62
327.350,96.682,41.47,314.62
327.400,96.690,41.46,314.61
327.450,96.708,41.46,314.61
327.500,96.662,41.45,314.60
327.550,96.682,41.45,314.60
327.600,96.679,41.44,314.59
327.650,96.688,41.44,314.59
327.700,96.664,41.43,314.58
327.750,96.686,41.43,314.58
327.800,96.688,41.42,314.57
327.850,96.653,41.41,314.56
327.900,96.675,41.41,314.56
327.950,96.662,41.41,314.56
328.000,96.682,41.40,314.55
328.050,96.701,41.40,314.55
328.100,96.673,41.39,314.54
328.150,96.675,41.39,314.54
328.200,96.671,41.38,314.53
328.250,96.716,41.38,314.53
328.300,96.692,41.37,314.52
328.350,96.695,41.37,314.52
328.400,96.645,41.36,314.51
328.450,96.651,41.36,314.51
328.500,96.666,41.35,314.50
328.550,96.697,41.35,314.50
328.600,96.662,41.34,314.49
328.650,96.675,41.33,314.48
328.700,96.651,41.33,314.48
328.750,96.647,41.32,314.47
328.800,96.660,41.31,314.46
328.850,96.658,41.31,314.46
328.900,96.658,41.30,314.45
328.950,96.647,41.29,314.44
329.000,96.660,41.29,314.44
329.050,96.669,41.28,314.43
329.100,96.658,41.28,314.43
329.150,96.632,41.27,314.42
329.200,96.632,41.27,314.42
329.250,96.666,41.26,314.41
329.300,96.619,41.26,314.41
329.350,96.643,41.25,314.40
329.400,96.647,41.25,314.40
329.450,96.645,41.24,314.39
329.500,96.649,41.24,314.39
329.550,96.662,41.24,314.39
329.600,96.662,41.23,314.38
329.650,96.699,41.23,314.38
329.700,96.675,41.23,314.38
329.750,96.660,41.22,314.37
329.800,96.647,41.22,314.37
329.850,96.612,41.22,314.37
329.900,96.610,41.21,314.36
329.950,96.653,41.20,314.35
330.000,96.623,41.20,314.35
330.050,96.599,41.20,314.35
330.100,96.606,41.19,314.34
330.150,96.627,41.19,314.34
330.200,96.645,41.19,314.34
330.250,96.599,41.18,314.33
330.300,96.632,41.18,314.33
330.350,96.616,41.17,314.32
330.400,96.630,41.17,314.32
330.450,96.623,41.16,314.31
330.500,96.643,41.16,314.31
330.550,96.647,41.15,314.30
330.600,96.658,41.15,314.30
330.650,96.623,41.14,314.29
330.700,96.643,41.14,314.29
330.750,96.601,41.13,314.28
330.800,96.612,41.13,314.28
330.850,96.632,41.12,314.27
330.900,96.649,41.11,314.26
330.950,96.632,41.11,314.26
331.000,96.658,41.10,314.25
331.050,96.590,41.10,314.25
331.100,96.621,41.09,314.24
331.150,96.632,41.09,314.24
331.200,96.625,41.08,314.23
331.250,96.601,41.08,314.23
331.300,96.638,41.07,314.22
331.350,96.619,41.07,314.22
331.400,96.595,41.06,314.21
331.450,96.612,41.06,314.21
331.500,96.630,41.05,314.20
331.550,96.595,41.05,314.20
331.600,96.577,41.04,314.19
331.650,96.586,41.04,314.19
331.700,96.616,41.03,314.18
331.750,96.586,41.03,314.18
331.800,96.590,41.03,314.18
331.850,96.614,41.02,314.17
331.900,96.586,41.02,314.17
331.950,96.595,41.01,314.16
332.000,96.619,41.00,314.15
332.050,96.597,41.00,314.15
332.100,96.599,40.99,314.14
332.150,96.616,40.99,314.14
332.200,96.575,40.98,314.13
332.250,96.586,40.98,314.13
332.300,96.610,40.97,314.12
332.350,96.606,40.97,314.12
332.400,96.603,40.96,314.11
332.450,96.601,40.96,314.11
332.500,96.606,40.95,314.10
332.550,96.612,40.95,314.10
332.600,96.603,40.94,314.09
332.650,96.610,40.94,314.09
332.700,96.588,40.93,314.08
332.750,96.586,40.93,314.08
332.800,96.595,40.92,314.07
332.850,96.588,40.92,314.07
332.900,96.595,40.92,314.07
332.950,96.590,40.91,314.06
333.000,96.593,40.91,314.06
333.050,96.580,40.91,314.06
333.100,96.556,40.90,314.05
333.150,96.595,40.90,314.05
333.200,96.577,40.90,314.05
333.250,96.590,40.89,314.04
333.300,96.593,40.89,314.04
333.350,96.586,40.89,314.04
333.400,96.573,40.89,314.04
333.450,96.567,40.88,314.03
333.500,96.558,40.88,314.03
333.550,96.590,40.88,314.03
333.600,96.560,40.88,314.03
333.650,96.603,40.88,314.03
333.700,96.562,40.87,314.02
333.750,96.541,40.87,314.02
333.800,96.554,40.87,314.02
333.850,96.627,40.86,314.01
333.900,96.567,40.86,314.01
333.950,96.580,40.86,314.01
334.000,96.556,40.86,314.01
334.050,96.582,40.85,314.00
334.100,96.545,40.85,314.00
334.150,96.562,40.85,314.00
334.200,96.567,40.85,314.00
334.250,96.582,40.84,313.99
334.300,96.556,40.84,313.99
334.350,96.575,40.83,313.98
334.400,96.547,40.83,313.98
334.450,96.538,40.83,313.98
334.500,96.549,40.83,313.98
334.550,96.556,40.82,313.97
334.600,96.571,40.82,313.97
334.650,96.597,40.82,313.97
334.700,96.554,40.81,313.96
334.750,96.573,40.81,313.96
334.800,96.534,40.80,313.95
334.850,96.538,40.80,313.95
334.900,96.541,40.80,313.95
334.950,96.577,40.79,313.94
335.000,96.541,40.79,313.94
335.050,96.554,40.78,313.93
335.100,96.556,40.78,313.93
335.150,96.562,40.78,313.93
335.200,96.521,40.77,313.92
335.250,96.538,40.77,313.92
335.300,96.543,40.77,313.92
335.350,96.543,40.77,313.92
335.400,96.571,40.76,313.91
335.450,96.573,40.76,313.91
335.500,96.532,40.76,313.91
335.550,96.558,40.75,313.90
335.600,96.562,40.75,313.90
335.650,96.556,40.75,313.90
335.700,96.556,40.75,313.90
335.750,96.530,40.74,313.89
335.800,96.543,40.74,313.89
335.850,96.562,40.74,313.89
335.900,96.541,40.74,313.89
335.950,96.534,40.73,313.88
336.000,96.547,40.73,313.88
336.050,96.519,40.73,313.88
336.100,96.525,40.73,313.88
336.150,96.532,40.73,313.88
336.200,96.536,40.73,313.88
336.250,96.549,40.72,313.87
336.300,96.510,40.72,313.87
336.350,96.523,40.72,313.87
336.400,96.528,40.72,313.87
336.450,96.556,40.72,313.87
336.500,96.521,40.71,313.86
336.550,96.510,40.72,313.87
336.600,96.538,40.71,313.86
336.650,96.515,40.71,313.86
336.700,96.521,40.71,313.86
336.750,96.521,40.71,313.86
336.800,96.534,40.71,313.86
336.850,96.521,40.71,313.86
336.900,96.523,40.70,313.85
336.950,96.515,40.71,313.86
337.000,96.523,40.70,313.85
337.050,96.543,40.70,313.85
337.100,96.521,40.70,313.85
337.150,96.512,40.70,313.85
337.200,96.517,40.70,313.85
337.250,96.534,40.69,313.84
337.300,96.525,40.70,313.85
337.350,96.510,40.69,313.84
337.400,96.506,40.69,313.84
337.450,96.560,40.69,313.84
337.500,96.538,40.68,313.83
337.550,96.528,40.68,313.83
337.600,96.543,40.68,313.83
337.650,96.515,40.68,313.83
337.700,96.525,40.68,313.83
337.750,96.495,40.68,313.83
337.800,96.532,40.67,313.82
337.850,96.504,40.67,313.82
337.900,96.545,40.67,313.82
337.950,96.528,40.67,313.82
338.000,96.525,40.67,313.82
338.050,96.506,40.67,313.82
338.100,96.534,40.67,313.82
338.150,96.478,40.67,313.82
338.200,96.510,40.66,313.81
338.250,96.512,40.66,313.81
338.300,96.515,40.66,313.81
338.350,96.538,40.66,313.81
338.400,96.497,40.66,313.81
338.450,96.528,40.65,313.80
338.500,96.523,40.65,313.80
338.550,96.515,40.65,313.80
338.600,96.486,40.65,313.80
338.650,96.534,40.65,313.80
338.700,96.502,40.65,313.80
338.750,96.538,40.64,313.79
338.800,96.523,40.64,313.79
338.850,96.517,40.64,313.79
338.900,96.512,40.64,313.79
338.950,96.493,40.64,313.79
339.000,96.508,40.64,313.79
339.050,96.493,40.64,313.79
339.100,96.495,40.64,313.79
339.150,96.515,40.63,313.78
339.200,96.515,40.63,313.78
339.250,96.495,40.63,313.78
339.300,96.462,40.63,313.78
339.350,96.515,40.63,313.78
339.400,96.497,40.63,313.78
339.450,96.510,40.62,313.77
339.500,96.493,40.62,313.77
339.550,96.480,40.62,313.77
339.600,96.499,40.62,313.77
339.650,96.504,40.62,313.77
339.700,96.521,40.62,313.77
339.750,96.493,40.62,313.77
339.800,96.478,40.61,313.76
339.850,96.495,40.61,313.76
339.900,96.460,40.61,313.76
339.950,96.521,40.61,313.76
340.000,96.493,40.61,313.76
340.050,96.499,40.61,313.76
340.100,96.499,40.61,313.76
340.150,96.515,40.61,313.76
340.200,96.495,40.60,313.75
340.250,96.517,40.60,313.75
340.300,96.488,40.60,313.75
340.350,96.449,40.60,313.75
340.400,96.491,40.60,313.75
340.450,96.475,40.60,313.75
340.500,96.497,40.60,313.75
340.550,96.449,40.59,313.74
340.600,96.484,40.59,313.74
340.650,96.491,40.59,313.74
340.700,96.502,40.59,313.74
340.750,96.458,40.59,313.74
340.800,96.475,40.58,313.73
340.850,96.445,40.58,313.73
340.900,96.465,40.58,313.73
340.950,96.504,40.58,313.73
341.000,96.478,40.58,313.73
341.050,96.493,40.58,313.73
341.100,96.484,40.58,313.73
341.150,96.480,40.57,313.72
341.200,96.454,40.57,313.72
341.250,96.480,40.57,313.72
341.300,96.462,40.57,313.72
341.350,96.445,40.57,313.72
341.400,96.469,40.57,313.72
341.450,96.473,40.56,313.71
341.500,96.471,40.56,313.71
341.550,96.439,40.56,313.71
341.600,96.456,40.56,313.71
341.650,96.454,40.56,313.71
341.700,96.415,40.56,313.71
341.750,96.467,40.56,313.71
341.800,96.465,40.55,313.70
341.850,96.462,40.55,313.70
341.900,96.480,40.55,313.70
341.950,96.456,40.55,313.70
342.000,96.445,40.55,313.70
342.050,96.465,40.55,313.70
342.100,96.467,40.54,313.69
342.150,96.471,40.55,313.70
342.200,96.473,40.54,313.69
